2026-05-15 18:38:41,984 INFO basketmate "GET /api/ingredients 200 1599ms"
2026-05-15 18:38:42,830 INFO basketmate "GET /api/recipes 200 806ms"
2026-05-15 18:38:43,225 INFO basketmate "GET /api/plans 200 378ms"
2026-05-15 18:38:43,628 INFO basketmate "GET /api/prices 200 390ms"
2026-05-15 18:38:44,024 INFO basketmate "GET /api/shops 200 376ms"
2026-05-15 18:38:44,444 INFO basketmate "GET /api/shopping/task 200 403ms"
2026-05-15 18:38:48,786 INFO basketmate "GET /api/ingredients 200 425ms"
2026-05-15 18:38:49,587 INFO basketmate "GET /api/recipes 200 786ms"
2026-05-15 18:38:49,987 INFO basketmate "GET /api/plans 200 387ms"
2026-05-15 18:38:50,393 INFO basketmate "GET /api/prices 200 392ms"
2026-05-15 18:38:50,785 INFO basketmate "GET /api/shops 200 380ms"
2026-05-15 18:38:51,180 INFO basketmate "GET /api/shopping/task 200 384ms"
2026-05-15 18:38:52,211 INFO basketmate "GET /api/ingredients 200 403ms"
2026-05-15 18:38:53,013 INFO basketmate "GET /api/recipes 200 787ms"
2026-05-15 18:38:53,413 INFO basketmate "GET /api/plans 200 387ms"
2026-05-15 18:38:53,814 INFO basketmate "GET /api/prices 200 391ms"
2026-05-15 18:38:54,209 INFO basketmate "GET /api/shops 200 382ms"
2026-05-15 18:38:54,620 INFO basketmate "GET /api/shopping/task 200 400ms"
2026-05-15 18:45:05,792 INFO basketmate "GET /api/ingredients 200 1323ms"
2026-05-15 18:45:06,622 INFO basketmate "GET /api/recipes 200 805ms"
2026-05-15 18:45:07,066 INFO basketmate "GET /api/plans 200 415ms"
2026-05-15 18:45:07,472 INFO basketmate "GET /api/prices 200 392ms"
2026-05-15 18:45:07,871 INFO basketmate "GET /api/shops 200 386ms"
2026-05-15 18:45:08,282 INFO basketmate "GET /api/shopping/task 200 400ms"
2026-05-15 18:45:09,268 INFO basketmate "GET /api/ingredients 200 467ms"
2026-05-15 18:45:10,183 INFO basketmate "GET /api/recipes 200 890ms"
2026-05-15 18:45:10,606 INFO basketmate "GET /api/plans 200 409ms"
2026-05-15 18:45:11,016 INFO basketmate "GET /api/prices 200 399ms"
2026-05-15 18:45:11,415 INFO basketmate "GET /api/shops 200 390ms"
2026-05-15 18:45:11,810 INFO basketmate "GET /api/shopping/task 200 384ms"
2026-05-15 18:48:29,633 INFO basketmate "GET /api/ingredients 200 1001ms"
2026-05-15 18:48:30,448 INFO basketmate "GET /api/recipes 200 800ms"
2026-05-15 18:48:30,848 INFO basketmate "GET /api/ingredients 200 386ms"
2026-05-15 18:48:31,789 INFO basketmate "GET /api/recipes 200 925ms"
2026-05-15 18:48:32,192 INFO basketmate "GET /api/ingredients 200 404ms"
2026-05-15 18:48:32,986 INFO basketmate "GET /api/recipes 200 776ms"
2026-05-15 18:48:33,383 INFO basketmate "GET /api/ingredients 200 396ms"
2026-05-15 18:48:34,179 INFO basketmate "GET /api/recipes 200 777ms"
2026-05-15 18:48:34,575 INFO basketmate "GET /api/ingredients 200 396ms"
2026-05-15 18:48:35,376 INFO basketmate "GET /api/recipes 200 782ms"
2026-05-15 18:48:35,765 INFO basketmate "GET /api/plans 200 376ms"
2026-05-15 18:48:36,154 INFO basketmate "GET /api/prices 200 379ms"
2026-05-15 18:48:36,559 INFO basketmate "GET /api/shops 200 393ms"
2026-05-15 18:48:36,962 INFO basketmate "GET /api/shopping/task 200 394ms"
2026-05-15 18:48:54,040 INFO basketmate "GET /api/ingredients 200 1123ms"
2026-05-15 18:48:54,820 INFO basketmate "GET /api/recipes 200 757ms"
2026-05-15 18:48:55,202 INFO basketmate "GET /api/plans 200 370ms"
2026-05-15 18:48:55,589 INFO basketmate "GET /api/prices 200 373ms"
2026-05-15 18:48:55,982 INFO basketmate "GET /api/shops 200 380ms"
2026-05-15 18:48:56,540 INFO basketmate "GET /api/shopping/task 200 546ms"
2026-05-15 18:50:02,935 INFO basketmate "GET /api/logs/recent 200 3ms"
2026-05-15 18:50:03,967 INFO basketmate "GET /api/logs/recent 200 15ms"
2026-05-15 18:50:04,859 INFO basketmate "GET /api/ingredients 200 890ms"
2026-05-15 18:50:05,956 INFO basketmate "GET /api/recipes 200 1080ms"
2026-05-15 18:50:06,344 INFO basketmate "GET /api/plans 200 378ms"
2026-05-15 18:50:06,732 INFO basketmate "GET /api/prices 200 375ms"
2026-05-15 18:50:07,120 INFO basketmate "GET /api/shops 200 379ms"
2026-05-15 18:50:07,644 INFO basketmate "GET /api/shopping/task 200 513ms"
2026-05-15 18:50:14,082 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:50:24,080 INFO basketmate "GET /api/logs/recent 200 9ms"
2026-05-15 18:50:34,080 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:50:44,094 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:50:54,092 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:51:04,092 INFO basketmate "GET /api/logs/recent 200 10ms"
2026-05-15 18:51:14,085 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:52:09,081 INFO basketmate "GET /api/logs/recent 200 10ms"
2026-05-15 18:53:09,091 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:53:55,877 INFO basketmate "GET /api/logs/recent 200 4ms"
2026-05-15 18:53:57,137 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:53:58,474 INFO basketmate "GET /api/ingredients 200 1320ms"
2026-05-15 18:53:59,270 INFO basketmate "GET /api/recipes 200 771ms"
2026-05-15 18:53:59,675 INFO basketmate "GET /api/plans 200 388ms"
2026-05-15 18:54:00,076 INFO basketmate "GET /api/prices 200 387ms"
2026-05-15 18:54:00,461 INFO basketmate "GET /api/shops 200 372ms"
2026-05-15 18:54:00,840 INFO basketmate "GET /api/shopping/task 200 367ms"
2026-05-15 18:54:07,141 INFO basketmate "GET /api/logs/recent 200 14ms"
2026-05-15 18:54:17,601 INFO basketmate "GET /api/logs/recent 200 16ms"
2026-05-15 18:54:18,857 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 18:54:20,044 INFO basketmate "GET /api/ingredients 200 1186ms"
2026-05-15 18:54:20,834 INFO basketmate "GET /api/recipes 200 771ms"
2026-05-15 18:54:21,233 INFO basketmate "GET /api/plans 200 387ms"
2026-05-15 18:54:21,640 INFO basketmate "GET /api/prices 200 393ms"
2026-05-15 18:54:22,032 INFO basketmate "GET /api/shops 200 380ms"
2026-05-15 18:54:22,419 INFO basketmate "GET /api/shopping/task 200 372ms"
2026-05-15 18:54:23,447 INFO basketmate "GET /api/recipes 200 779ms"
2026-05-15 18:54:23,850 INFO basketmate "GET /api/plans 200 391ms"
2026-05-15 18:54:24,235 INFO basketmate "GET /api/prices 200 376ms"
2026-05-15 18:54:24,626 INFO basketmate "GET /api/shops 200 375ms"
2026-05-15 18:54:25,008 INFO basketmate "GET /api/shopping/task 200 372ms"
2026-05-15 18:54:25,795 INFO basketmate "GET /api/ingredients 200 391ms"
2026-05-15 18:54:26,596 INFO basketmate "GET /api/recipes 200 787ms"
2026-05-15 18:54:26,984 INFO basketmate "GET /api/plans 200 374ms"
2026-05-15 18:54:27,369 INFO basketmate "GET /api/prices 200 375ms"
2026-05-15 18:54:27,748 INFO basketmate "GET /api/shops 200 368ms"
2026-05-15 18:54:28,132 INFO basketmate "GET /api/shopping/task 200 375ms"
2026-05-15 18:54:29,424 INFO basketmate "GET /api/logs/recent 200 20ms"
2026-05-15 18:54:29,801 INFO basketmate "GET /api/ingredients 200 375ms"
2026-05-15 18:54:30,578 INFO basketmate "GET /api/recipes 200 761ms"
2026-05-15 18:54:30,965 INFO basketmate "GET /api/plans 200 376ms"
2026-05-15 18:54:31,355 INFO basketmate "GET /api/prices 200 379ms"
2026-05-15 18:54:31,739 INFO basketmate "GET /api/shops 200 374ms"
2026-05-15 18:54:32,113 INFO basketmate "GET /api/shopping/task 200 365ms"
2026-05-15 18:54:34,811 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 18:54:37,793 INFO basketmate "GET /api/logs/recent 200 31ms"
2026-05-15 18:54:42,528 INFO basketmate "GET /api/logs/recent 200 17ms"
2026-05-15 18:54:53,093 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:55:03,092 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:55:13,087 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 18:55:23,092 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:55:33,087 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:55:43,086 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:55:53,082 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 18:56:09,090 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 18:57:09,089 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 18:58:09,095 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 18:59:09,093 INFO basketmate "GET /api/logs/recent 200 12ms"
2026-05-15 19:00:09,089 INFO basketmate "GET /api/logs/recent 200 13ms"
2026-05-15 19:01:09,087 INFO basketmate "GET /api/logs/recent 200 14ms"
2026-05-15 19:02:09,085 INFO basketmate "GET /api/logs/recent 200 14ms"
2026-05-15 19:03:09,095 INFO basketmate "GET /api/logs/recent 200 11ms"
2026-05-15 19:04:09,092 INFO basketmate "GET /api/logs/recent 200 15ms"
2026-05-15 19:04:37,522 INFO basketmate "GET /api/logs/recent 200 43ms"
2026-05-15 19:04:42,903 INFO basketmate "GET /api/ingredients 200 1223ms"
2026-05-15 19:04:43,723 INFO basketmate "GET /api/recipes 200 801ms"
2026-05-15 19:04:44,117 INFO basketmate "GET /api/plans 200 377ms"
2026-05-15 19:04:44,506 INFO basketmate "GET /api/prices 200 376ms"
2026-05-15 19:04:44,925 INFO basketmate "GET /api/shops 200 398ms"
2026-05-15 19:04:45,347 INFO basketmate "GET /api/shopping/task 200 411ms"
2026-05-15 19:05:56,794 INFO basketmate "GET /api/ingredients 200 897ms"
